algos	cor	nalgo
AliGebily:balajipro:benchmark:mkagenius:mvaudel	0.570795225562156	5
AliGebily:balajipro:benchmark:mkagenius:Ramzes2	0.580878517531127	5
AliGebily:balajipro:benchmark:mkagenius:vladaburian	0.572920732923376	5
AliGebily:balajipro:benchmark:mvaudel:Ramzes2	0.57599999832446	5
AliGebily:balajipro:benchmark:mvaudel:vladaburian	0.578216871732199	5
AliGebily:balajipro:benchmark:Ramzes2:vladaburian	0.57825011474673	5
AliGebily:balajipro:gardn999:LastEmperor:mkagenius	0.590022649087657	5
AliGebily:balajipro:gardn999:LastEmperor:mvaudel	0.574330472909405	5
AliGebily:balajipro:gardn999:LastEmperor:Ramzes2	0.593838135132866	5
AliGebily:balajipro:gardn999:LastEmperor:vladaburian	0.580147539613167	5
AliGebily:balajipro:gardn999:mkagenius:mvaudel	0.587986765918236	5
AliGebily:balajipro:gardn999:mkagenius:Ramzes2	0.590364991847788	5
AliGebily:balajipro:gardn999:mkagenius:vladaburian	0.58640919006985	5
AliGebily:balajipro:gardn999:mvaudel:Ramzes2	0.592833150662292	5
AliGebily:balajipro:gardn999:mvaudel:vladaburian	0.580659941096678	5
AliGebily:balajipro:gardn999:Ramzes2:vladaburian	0.591273860083799	5
AliGebily:balajipro:LastEmperor:mkagenius:mvaudel	0.56834984536123	5
AliGebily:balajipro:LastEmperor:mkagenius:Ramzes2	0.581924578810445	5
AliGebily:balajipro:LastEmperor:mkagenius:vladaburian	0.573461140996917	5
AliGebily:balajipro:LastEmperor:mvaudel:Ramzes2	0.576922351991526	5
AliGebily:balajipro:LastEmperor:mvaudel:vladaburian	0.579278964192752	5
AliGebily:balajipro:LastEmperor:Ramzes2:vladaburian	0.581462913416905	5
AliGebily:balajipro:mkagenius:mvaudel:Ramzes2	0.58428783116434	5
AliGebily:balajipro:mkagenius:mvaudel:vladaburian	0.575027205116913	5
AliGebily:balajipro:mkagenius:Ramzes2:vladaburian	0.58257658711436	5
AliGebily:balajipro:mvaudel:Ramzes2:vladaburian	0.579308997863456	5
AliGebily:benchmark:gardn999:LastEmperor:mkagenius	0.585120306891701	5
AliGebily:benchmark:gardn999:LastEmperor:mvaudel	0.578763585599717	5
AliGebily:benchmark:gardn999:LastEmperor:Ramzes2	0.592759064099257	5
AliGebily:benchmark:gardn999:LastEmperor:vladaburian	0.582073709563518	5
AliGebily:benchmark:gardn999:mkagenius:mvaudel	0.584186359830954	5
AliGebily:benchmark:gardn999:mkagenius:Ramzes2	0.585692142707343	5
AliGebily:benchmark:gardn999:mkagenius:vladaburian	0.581857158777254	5
AliGebily:benchmark:gardn999:mvaudel:Ramzes2	0.590859513389811	5
AliGebily:benchmark:gardn999:mvaudel:vladaburian	0.578296006310237	5
AliGebily:benchmark:gardn999:Ramzes2:vladaburian	0.587721011080587	5
AliGebily:benchmark:LastEmperor:mkagenius:mvaudel	0.570665703738331	5
AliGebily:benchmark:LastEmperor:mkagenius:Ramzes2	0.580087030039206	5
AliGebily:benchmark:LastEmperor:mkagenius:vladaburian	0.575456582865641	5
AliGebily:benchmark:LastEmperor:mvaudel:Ramzes2	0.575683580246965	5
AliGebily:benchmark:LastEmperor:mvaudel:vladaburian	0.580417879913358	5
AliGebily:benchmark:LastEmperor:Ramzes2:vladaburian	0.578656517682259	5
AliGebily:benchmark:mkagenius:mvaudel:Ramzes2	0.580205055153554	5
AliGebily:benchmark:mkagenius:mvaudel:vladaburian	0.571175235569873	5
AliGebily:benchmark:mkagenius:Ramzes2:vladaburian	0.577370579349613	5
AliGebily:benchmark:mvaudel:Ramzes2:vladaburian	0.576159793637874	5
AliGebily:gardn999:LastEmperor:mkagenius:mvaudel	0.58877584919219	5
AliGebily:gardn999:LastEmperor:mkagenius:Ramzes2	0.590775505579915	5
AliGebily:gardn999:LastEmperor:mkagenius:vladaburian	0.587168243163089	5
AliGebily:gardn999:LastEmperor:mvaudel:Ramzes2	0.592753026559636	5
AliGebily:gardn999:LastEmperor:mvaudel:vladaburian	0.581506090057812	5
AliGebily:gardn999:LastEmperor:Ramzes2:vladaburian	0.593465241060247	5
AliGebily:gardn999:mkagenius:mvaudel:Ramzes2	0.589921842121914	5
AliGebily:gardn999:mkagenius:mvaudel:vladaburian	0.585338351222994	5
AliGebily:gardn999:mkagenius:Ramzes2:vladaburian	0.588244452522592	5
AliGebily:gardn999:mvaudel:Ramzes2:vladaburian	0.590786385540314	5
AliGebily:LastEmperor:mkagenius:mvaudel:Ramzes2	0.584018846693308	5
AliGebily:LastEmperor:mkagenius:mvaudel:vladaburian	0.57397988733926	5
AliGebily:LastEmperor:mkagenius:Ramzes2:vladaburian	0.58245842415346	5
AliGebily:LastEmperor:mvaudel:Ramzes2:vladaburian	0.578230127783167	5
AliGebily:mkagenius:mvaudel:Ramzes2:vladaburian	0.581338216202115	5
Ardavel:balajipro:benchmark:gardn999:LastEmperor	0.583182724841247	5
Ardavel:balajipro:benchmark:gardn999:mkagenius	0.580434814741791	5
Ardavel:balajipro:benchmark:gardn999:mvaudel	0.580927176610024	5
Ardavel:balajipro:benchmark:gardn999:Ramzes2	0.585116356430395	5
Ardavel:balajipro:benchmark:gardn999:vladaburian	0.583323737487536	5
Ardavel:balajipro:benchmark:LastEmperor:mkagenius	0.580012176330483	5
Ardavel:balajipro:benchmark:LastEmperor:mvaudel	0.582143842111839	5
Ardavel:balajipro:benchmark:LastEmperor:Ramzes2	0.584648980594798	5
Ardavel:balajipro:benchmark:LastEmperor:vladaburian	0.583887484277304	5
Ardavel:balajipro:benchmark:mkagenius:mvaudel	0.576117676156053	5
Ardavel:balajipro:benchmark:mkagenius:Ramzes2	0.577345311318374	5
Ardavel:balajipro:benchmark:mkagenius:vladaburian	0.577147186243872	5
Ardavel:balajipro:benchmark:mvaudel:Ramzes2	0.582394785599416	5
Ardavel:balajipro:benchmark:mvaudel:vladaburian	0.582283840760291	5
Ardavel:balajipro:benchmark:Ramzes2:vladaburian	0.583620705625885	5
Ardavel:balajipro:gardn999:LastEmperor:mkagenius	0.580501877251456	5
Ardavel:balajipro:gardn999:LastEmperor:mvaudel	0.579355070268996	5
Ardavel:balajipro:gardn999:LastEmperor:Ramzes2	0.582598458344161	5
Ardavel:balajipro:gardn999:LastEmperor:vladaburian	0.583485304180273	5
Ardavel:balajipro:gardn999:mkagenius:mvaudel	0.578214347086559	5
Ardavel:balajipro:gardn999:mkagenius:Ramzes2	0.592968664044021	5
Ardavel:balajipro:gardn999:mkagenius:vladaburian	0.582255536861888	5
Ardavel:balajipro:gardn999:mvaudel:Ramzes2	0.582657662978553	5
Ardavel:balajipro:gardn999:mvaudel:vladaburian	0.582249754975636	5
Ardavel:balajipro:gardn999:Ramzes2:vladaburian	0.585682473584012	5
Ardavel:balajipro:LastEmperor:mkagenius:mvaudel	0.574665503501942	5
Ardavel:balajipro:LastEmperor:mkagenius:Ramzes2	0.580587399537983	5
Ardavel:balajipro:LastEmperor:mkagenius:vladaburian	0.578643022277448	5
Ardavel:balajipro:LastEmperor:mvaudel:Ramzes2	0.579393431238067	5
Ardavel:balajipro:LastEmperor:mvaudel:vladaburian	0.581563009126653	5
Ardavel:balajipro:LastEmperor:Ramzes2:vladaburian	0.583397946651742	5
Ardavel:balajipro:mkagenius:mvaudel:Ramzes2	0.577537672188714	5
Ardavel:balajipro:mkagenius:mvaudel:vladaburian	0.576889143970469	5
Ardavel:balajipro:mkagenius:Ramzes2:vladaburian	0.58083832286427	5
Ardavel:balajipro:mvaudel:Ramzes2:vladaburian	0.582270129021146	5
Ardavel:benchmark:gardn999:LastEmperor:mkagenius	0.581889729090305	5
Ardavel:benchmark:gardn999:LastEmperor:mvaudel	0.581243997621101	5
Ardavel:benchmark:gardn999:LastEmperor:Ramzes2	0.585491949004181	5
Ardavel:benchmark:gardn999:LastEmperor:vladaburian	0.585913966113233	5
Ardavel:benchmark:gardn999:mkagenius:mvaudel	0.581946867238225	5
Ardavel:benchmark:gardn999:mkagenius:Ramzes2	0.591305629210346	5
Ardavel:benchmark:gardn999:mkagenius:vladaburian	0.581722420913616	5
Ardavel:benchmark:gardn999:mvaudel:Ramzes2	0.584952192508692	5
Ardavel:benchmark:gardn999:mvaudel:vladaburian	0.584638211486546	5
Ardavel:benchmark:gardn999:Ramzes2:vladaburian	0.587014379275049	5
Ardavel:benchmark:LastEmperor:mkagenius:mvaudel	0.576909487940612	5
Ardavel:benchmark:LastEmperor:mkagenius:Ramzes2	0.579149698487707	5
Ardavel:benchmark:LastEmperor:mkagenius:vladaburian	0.581474835129544	5
Ardavel:benchmark:LastEmperor:mvaudel:Ramzes2	0.582418217171442	5
Ardavel:benchmark:LastEmperor:mvaudel:vladaburian	0.581851555721225	5
Ardavel:benchmark:LastEmperor:Ramzes2:vladaburian	0.585361508793768	5
Ardavel:benchmark:mkagenius:mvaudel:Ramzes2	0.578248374272964	5
Ardavel:benchmark:mkagenius:mvaudel:vladaburian	0.579828646769189	5
Ardavel:benchmark:mkagenius:Ramzes2:vladaburian	0.580377125827374	5
Ardavel:benchmark:mvaudel:Ramzes2:vladaburian	0.583206098078647	5
Ardavel:gardn999:LastEmperor:mkagenius:mvaudel	0.578133105710154	5
Ardavel:gardn999:LastEmperor:mkagenius:Ramzes2	0.592266276422797	5
Ardavel:gardn999:LastEmperor:mkagenius:vladaburian	0.582987210888176	5
Ardavel:gardn999:LastEmperor:mvaudel:Ramzes2	0.583224485414973	5
Ardavel:gardn999:LastEmperor:mvaudel:vladaburian	0.581287773525426	5
Ardavel:gardn999:LastEmperor:Ramzes2:vladaburian	0.586365069133347	5
Ardavel:gardn999:mkagenius:mvaudel:Ramzes2	0.593696819013117	5
Ardavel:gardn999:mkagenius:mvaudel:vladaburian	0.582179664720396	5
Ardavel:gardn999:mkagenius:Ramzes2:vladaburian	0.593093859710554	5
Ardavel:gardn999:mvaudel:Ramzes2:vladaburian	0.586398730513898	5
Ardavel:LastEmperor:mkagenius:mvaudel:Ramzes2	0.578340178575044	5
Ardavel:LastEmperor:mkagenius:mvaudel:vladaburian	0.57718310589336	5
Ardavel:LastEmperor:mkagenius:Ramzes2:vladaburian	0.58109708997649	5
Ardavel:LastEmperor:mvaudel:Ramzes2:vladaburian	0.581326527141774	5
Ardavel:mkagenius:mvaudel:Ramzes2:vladaburian	0.579002439189482	5
balajipro:benchmark:gardn999:LastEmperor:mkagenius	0.577015943576808	5
balajipro:benchmark:gardn999:LastEmperor:mvaudel	0.579769451147242	5
balajipro:benchmark:gardn999:LastEmperor:Ramzes2	0.578753181529522	5
balajipro:benchmark:gardn999:LastEmperor:vladaburian	0.579125391280284	5
balajipro:benchmark:gardn999:mkagenius:mvaudel	0.575909821602163	5
balajipro:benchmark:gardn999:mkagenius:Ramzes2	0.591377543923595	5
balajipro:benchmark:gardn999:mkagenius:vladaburian	0.578558983663975	5
balajipro:benchmark:gardn999:mvaudel:Ramzes2	0.580345015586126	5
balajipro:benchmark:gardn999:mvaudel:vladaburian	0.579019057111132	5
balajipro:benchmark:gardn999:Ramzes2:vladaburian	0.582960653832537	5
balajipro:benchmark:LastEmperor:mkagenius:mvaudel	0.571697304311778	5
balajipro:benchmark:LastEmperor:mkagenius:Ramzes2	0.574644945065572	5
balajipro:benchmark:LastEmperor:mkagenius:vladaburian	0.573838534878933	5
balajipro:benchmark:LastEmperor:mvaudel:Ramzes2	0.580002345687568	5
balajipro:benchmark:LastEmperor:mvaudel:vladaburian	0.578820350257316	5
balajipro:benchmark:LastEmperor:Ramzes2:vladaburian	0.582287485149855	5
balajipro:benchmark:mkagenius:mvaudel:Ramzes2	0.574305605760649	5
balajipro:benchmark:mkagenius:mvaudel:vladaburian	0.575021238933545	5
balajipro:benchmark:mkagenius:Ramzes2:vladaburian	0.577426267272319	5
balajipro:benchmark:mvaudel:Ramzes2:vladaburian	0.580421596440945	5
balajipro:gardn999:LastEmperor:mkagenius:mvaudel	0.571027799321005	5
balajipro:gardn999:LastEmperor:mkagenius:Ramzes2	0.59123934753164	5
balajipro:gardn999:LastEmperor:mkagenius:vladaburian	0.577701423441047	5
balajipro:gardn999:LastEmperor:mvaudel:Ramzes2	0.576885997494134	5
balajipro:gardn999:LastEmperor:mvaudel:vladaburian	0.578174302952192	5
balajipro:gardn999:LastEmperor:Ramzes2:vladaburian	0.581841843553044	5
balajipro:gardn999:mkagenius:mvaudel:Ramzes2	0.590806640243653	5
balajipro:gardn999:mkagenius:mvaudel:vladaburian	0.578014237460945	5
balajipro:gardn999:mkagenius:Ramzes2:vladaburian	0.590953936466973	5
balajipro:gardn999:mvaudel:Ramzes2:vladaburian	0.582952556248375	5
balajipro:LastEmperor:mkagenius:mvaudel:Ramzes2	0.570104867386288	5
balajipro:LastEmperor:mkagenius:mvaudel:vladaburian	0.575185113481946	5
balajipro:LastEmperor:mkagenius:Ramzes2:vladaburian	0.577513277956646	5
balajipro:LastEmperor:mvaudel:Ramzes2:vladaburian	0.580149529305237	5
balajipro:mkagenius:mvaudel:Ramzes2:vladaburian	0.57666455648798	5
benchmark:gardn999:LastEmperor:mkagenius:mvaudel	0.575898685830728	5
benchmark:gardn999:LastEmperor:mkagenius:Ramzes2	0.591090748364056	5
benchmark:gardn999:LastEmperor:mkagenius:vladaburian	0.579115267181088	5
benchmark:gardn999:LastEmperor:mvaudel:Ramzes2	0.582266304676538	5
benchmark:gardn999:LastEmperor:mvaudel:vladaburian	0.581392384356178	5
benchmark:gardn999:LastEmperor:Ramzes2:vladaburian	0.584427804674298	5
benchmark:gardn999:mkagenius:mvaudel:Ramzes2	0.589967432589575	5
benchmark:gardn999:mkagenius:mvaudel:vladaburian	0.577668579606982	5
benchmark:gardn999:mkagenius:Ramzes2:vladaburian	0.585928699119464	5
benchmark:gardn999:mvaudel:Ramzes2:vladaburian	0.582030528403428	5
benchmark:LastEmperor:mkagenius:mvaudel:Ramzes2	0.57630959999954	5
benchmark:LastEmperor:mkagenius:mvaudel:vladaburian	0.579647542484258	5
benchmark:LastEmperor:mkagenius:Ramzes2:vladaburian	0.57853406401577	5
benchmark:LastEmperor:mvaudel:Ramzes2:vladaburian	0.580987632260551	5
benchmark:mkagenius:mvaudel:Ramzes2:vladaburian	0.575679709310375	5
gardn999:LastEmperor:mkagenius:mvaudel:Ramzes2	0.590871924379276	5
gardn999:LastEmperor:mkagenius:mvaudel:vladaburian	0.576927263398037	5
gardn999:LastEmperor:mkagenius:Ramzes2:vladaburian	0.592206697317086	5
gardn999:LastEmperor:mvaudel:Ramzes2:vladaburian	0.582669201578552	5
gardn999:mkagenius:mvaudel:Ramzes2:vladaburian	0.588911299427287	5
LastEmperor:mkagenius:mvaudel:Ramzes2:vladaburian	0.577399536053872	5
AliGebily:Ardavel:balajipro:benchmark:gardn999:LastEmperor	0.585606522936778	6
AliGebily:Ardavel:balajipro:benchmark:gardn999:mkagenius	0.587251363658445	6
AliGebily:Ardavel:balajipro:benchmark:gardn999:mvaudel	0.584343373644214	6
AliGebily:Ardavel:balajipro:benchmark:gardn999:Ramzes2	0.592609063564041	6
AliGebily:Ardavel:balajipro:benchmark:gardn999:vladaburian	0.586236625078466	6
AliGebily:Ardavel:balajipro:benchmark:LastEmperor:mkagenius	0.579754104440699	6
AliGebily:Ardavel:balajipro:benchmark:LastEmperor:mvaudel	0.582780955263516	6
AliGebily:Ardavel:balajipro:benchmark:LastEmperor:Ramzes2	0.584875238130268	6
AliGebily:Ardavel:balajipro:benchmark:LastEmperor:vladaburian	0.585400573166001	6
AliGebily:Ardavel:balajipro:benchmark:mkagenius:mvaudel	0.576689976774858	6
AliGebily:Ardavel:balajipro:benchmark:mkagenius:Ramzes2	0.585864857312009	6
AliGebily:Ardavel:balajipro:benchmark:mkagenius:vladaburian	0.578999932732871	6
AliGebily:Ardavel:balajipro:benchmark:mvaudel:Ramzes2	0.581164042484344	6
AliGebily:Ardavel:balajipro:benchmark:mvaudel:vladaburian	0.58213361990511	6
AliGebily:Ardavel:balajipro:benchmark:Ramzes2:vladaburian	0.583963166843455	6
AliGebily:Ardavel:balajipro:gardn999:LastEmperor:mkagenius	0.589443875674055	6
AliGebily:Ardavel:balajipro:gardn999:LastEmperor:mvaudel	0.581769368854069	6
AliGebily:Ardavel:balajipro:gardn999:LastEmperor:Ramzes2	0.592304743541442	6
AliGebily:Ardavel:balajipro:gardn999:LastEmperor:vladaburian	0.58469861365401	6
AliGebily:Ardavel:balajipro:gardn999:mkagenius:mvaudel	0.587117464590473	6
AliGebily:Ardavel:balajipro:gardn999:mkagenius:Ramzes2	0.595248225635133	6
AliGebily:Ardavel:balajipro:gardn999:mkagenius:vladaburian	0.589938908064597	6
AliGebily:Ardavel:balajipro:gardn999:mvaudel:Ramzes2	0.590406770591446	6
AliGebily:Ardavel:balajipro:gardn999:mvaudel:vladaburian	0.584360349667936	6
AliGebily:Ardavel:balajipro:gardn999:Ramzes2:vladaburian	0.591840335643671	6
AliGebily:Ardavel:balajipro:LastEmperor:mkagenius:mvaudel	0.575816297439152	6
AliGebily:Ardavel:balajipro:LastEmperor:mkagenius:Ramzes2	0.588598836252319	6
AliGebily:Ardavel:balajipro:LastEmperor:mkagenius:vladaburian	0.580122459301095	6
AliGebily:Ardavel:balajipro:LastEmperor:mvaudel:Ramzes2	0.583065068163411	6
AliGebily:Ardavel:balajipro:LastEmperor:mvaudel:vladaburian	0.582554717236519	6
AliGebily:Ardavel:balajipro:LastEmperor:Ramzes2:vladaburian	0.585176428105865	6
AliGebily:Ardavel:balajipro:mkagenius:mvaudel:Ramzes2	0.586768582975886	6
AliGebily:Ardavel:balajipro:mkagenius:mvaudel:vladaburian	0.580134327923897	6
AliGebily:Ardavel:balajipro:mkagenius:Ramzes2:vladaburian	0.58738808544371	6
AliGebily:Ardavel:balajipro:mvaudel:Ramzes2:vladaburian	0.583902763370627	6
AliGebily:Ardavel:benchmark:gardn999:LastEmperor:mkagenius	0.586197760866136	6
AliGebily:Ardavel:benchmark:gardn999:LastEmperor:mvaudel	0.583942203467461	6
AliGebily:Ardavel:benchmark:gardn999:LastEmperor:Ramzes2	0.591747356491354	6
AliGebily:Ardavel:benchmark:gardn999:LastEmperor:vladaburian	0.586612757980171	6
AliGebily:Ardavel:benchmark:gardn999:mkagenius:mvaudel	0.587317904554142	6
AliGebily:Ardavel:benchmark:gardn999:mkagenius:Ramzes2	0.59238350446871	6
AliGebily:Ardavel:benchmark:gardn999:mkagenius:vladaburian	0.586417120693086	6
AliGebily:Ardavel:benchmark:gardn999:mvaudel:Ramzes2	0.589355190536381	6
AliGebily:Ardavel:benchmark:gardn999:mvaudel:vladaburian	0.584811120483489	6
AliGebily:Ardavel:benchmark:gardn999:Ramzes2:vladaburian	0.591480272246834	6
AliGebily:Ardavel:benchmark:LastEmperor:mkagenius:mvaudel	0.577399701661146	6
AliGebily:Ardavel:benchmark:LastEmperor:mkagenius:Ramzes2	0.585535712109964	6
AliGebily:Ardavel:benchmark:LastEmperor:mkagenius:vladaburian	0.580381800584049	6
AliGebily:Ardavel:benchmark:LastEmperor:mvaudel:Ramzes2	0.581676436097989	6
AliGebily:Ardavel:benchmark:LastEmperor:mvaudel:vladaburian	0.582297692218638	6
AliGebily:Ardavel:benchmark:LastEmperor:Ramzes2:vladaburian	0.583929686251503	6
AliGebily:Ardavel:benchmark:mkagenius:mvaudel:Ramzes2	0.584314998753198	6
AliGebily:Ardavel:benchmark:mkagenius:mvaudel:vladaburian	0.577256775964443	6
AliGebily:Ardavel:benchmark:mkagenius:Ramzes2:vladaburian	0.582925199393699	6
AliGebily:Ardavel:benchmark:mvaudel:Ramzes2:vladaburian	0.581515103223154	6
AliGebily:Ardavel:gardn999:LastEmperor:mkagenius:mvaudel	0.586912255137546	6
AliGebily:Ardavel:gardn999:LastEmperor:mkagenius:Ramzes2	0.594692243298446	6
AliGebily:Ardavel:gardn999:LastEmperor:mkagenius:vladaburian	0.58918100077021	6
AliGebily:Ardavel:gardn999:LastEmperor:mvaudel:Ramzes2	0.590624952561848	6
AliGebily:Ardavel:gardn999:LastEmperor:mvaudel:vladaburian	0.584622413833344	6
AliGebily:Ardavel:gardn999:LastEmperor:Ramzes2:vladaburian	0.592434236168921	6
AliGebily:Ardavel:gardn999:mkagenius:mvaudel:Ramzes2	0.593997443583221	6
AliGebily:Ardavel:gardn999:mkagenius:mvaudel:vladaburian	0.588828190010889	6
AliGebily:Ardavel:gardn999:mkagenius:Ramzes2:vladaburian	0.593021071117153	6
AliGebily:Ardavel:gardn999:mvaudel:Ramzes2:vladaburian	0.591221118525997	6
AliGebily:Ardavel:LastEmperor:mkagenius:mvaudel:Ramzes2	0.587411820149458	6
AliGebily:Ardavel:LastEmperor:mkagenius:mvaudel:vladaburian	0.580032385816677	6
AliGebily:Ardavel:LastEmperor:mkagenius:Ramzes2:vladaburian	0.587382751596251	6
AliGebily:Ardavel:LastEmperor:mvaudel:Ramzes2:vladaburian	0.583082720763112	6
AliGebily:Ardavel:mkagenius:mvaudel:Ramzes2:vladaburian	0.587108958889819	6
AliGebily:balajipro:benchmark:gardn999:LastEmperor:mkagenius	0.582924894071497	6
AliGebily:balajipro:benchmark:gardn999:LastEmperor:mvaudel	0.582246170636498	6
AliGebily:balajipro:benchmark:gardn999:LastEmperor:Ramzes2	0.589568933686547	6
AliGebily:balajipro:benchmark:gardn999:LastEmperor:vladaburian	0.582767002948116	6
AliGebily:balajipro:benchmark:gardn999:mkagenius:mvaudel	0.584411795837819	6
AliGebily:balajipro:benchmark:gardn999:mkagenius:Ramzes2	0.591766771103557	6
AliGebily:balajipro:benchmark:gardn999:mkagenius:vladaburian	0.584333926768553	6
AliGebily:balajipro:benchmark:gardn999:mvaudel:Ramzes2	0.588804417630645	6
AliGebily:balajipro:benchmark:gardn999:mvaudel:vladaburian	0.582994043409834	6
AliGebily:balajipro:benchmark:gardn999:Ramzes2:vladaburian	0.590947831623542	6
AliGebily:balajipro:benchmark:LastEmperor:mkagenius:mvaudel	0.573520392272526	6
AliGebily:balajipro:benchmark:LastEmperor:mkagenius:Ramzes2	0.584418229978454	6
AliGebily:balajipro:benchmark:LastEmperor:mkagenius:vladaburian	0.576979197652933	6
AliGebily:balajipro:benchmark:LastEmperor:mvaudel:Ramzes2	0.579833199232799	6
AliGebily:balajipro:benchmark:LastEmperor:mvaudel:vladaburian	0.580696705609466	6
AliGebily:balajipro:benchmark:LastEmperor:Ramzes2:vladaburian	0.582299170105194	6
AliGebily:balajipro:benchmark:mkagenius:mvaudel:Ramzes2	0.581641469730841	6
AliGebily:balajipro:benchmark:mkagenius:mvaudel:vladaburian	0.57860476356797	6
AliGebily:balajipro:benchmark:mkagenius:Ramzes2:vladaburian	0.584910233029723	6
AliGebily:balajipro:benchmark:mvaudel:Ramzes2:vladaburian	0.580731092390957	6
AliGebily:balajipro:gardn999:LastEmperor:mkagenius:mvaudel	0.585246938899839	6
AliGebily:balajipro:gardn999:LastEmperor:mkagenius:Ramzes2	0.594188864330641	6
AliGebily:balajipro:gardn999:LastEmperor:mkagenius:vladaburian	0.58694264260911	6
AliGebily:balajipro:gardn999:LastEmperor:mvaudel:Ramzes2	0.588540598590201	6
AliGebily:balajipro:gardn999:LastEmperor:mvaudel:vladaburian	0.582094981352229	6
AliGebily:balajipro:gardn999:LastEmperor:Ramzes2:vladaburian	0.589737218499176	6
AliGebily:balajipro:gardn999:mkagenius:mvaudel:Ramzes2	0.590913750968089	6
AliGebily:balajipro:gardn999:mkagenius:mvaudel:vladaburian	0.587313207133471	6
AliGebily:balajipro:gardn999:mkagenius:Ramzes2:vladaburian	0.591492061360801	6
AliGebily:balajipro:gardn999:mvaudel:Ramzes2:vladaburian	0.590474432681188	6
AliGebily:balajipro:LastEmperor:mkagenius:mvaudel:Ramzes2	0.585114956219347	6
AliGebily:balajipro:LastEmperor:mkagenius:mvaudel:vladaburian	0.579466833877702	6
AliGebily:balajipro:LastEmperor:mkagenius:Ramzes2:vladaburian	0.584427243732702	6
AliGebily:balajipro:LastEmperor:mvaudel:Ramzes2:vladaburian	0.581509311173523	6
AliGebily:balajipro:mkagenius:mvaudel:Ramzes2:vladaburian	0.585373712918337	6
AliGebily:benchmark:gardn999:LastEmperor:mkagenius:mvaudel	0.586002386530606	6
AliGebily:benchmark:gardn999:LastEmperor:mkagenius:Ramzes2	0.59186625360684	6
AliGebily:benchmark:gardn999:LastEmperor:mkagenius:vladaburian	0.584412575628402	6
AliGebily:benchmark:gardn999:LastEmperor:mvaudel:Ramzes2	0.589441004835083	6
AliGebily:benchmark:gardn999:LastEmperor:mvaudel:vladaburian	0.582104902407202	6
AliGebily:benchmark:gardn999:LastEmperor:Ramzes2:vladaburian	0.589825059523641	6
AliGebily:benchmark:gardn999:mkagenius:mvaudel:Ramzes2	0.59133487934072	6
AliGebily:benchmark:gardn999:mkagenius:mvaudel:vladaburian	0.585129611299235	6
AliGebily:benchmark:gardn999:mkagenius:Ramzes2:vladaburian	0.588121866683643	6
AliGebily:benchmark:gardn999:mvaudel:Ramzes2:vladaburian	0.587754186287864	6
AliGebily:benchmark:LastEmperor:mkagenius:mvaudel:Ramzes2	0.582850374727988	6
AliGebily:benchmark:LastEmperor:mkagenius:mvaudel:vladaburian	0.576777369533668	6
AliGebily:benchmark:LastEmperor:mkagenius:Ramzes2:vladaburian	0.583395283621901	6
AliGebily:benchmark:LastEmperor:mvaudel:Ramzes2:vladaburian	0.581273023927171	6
AliGebily:benchmark:mkagenius:mvaudel:Ramzes2:vladaburian	0.582926246411448	6
AliGebily:gardn999:LastEmperor:mkagenius:mvaudel:Ramzes2	0.592572615160196	6
AliGebily:gardn999:LastEmperor:mkagenius:mvaudel:vladaburian	0.587915011649969	6
AliGebily:gardn999:LastEmperor:mkagenius:Ramzes2:vladaburian	0.592288020191978	6
AliGebily:gardn999:LastEmperor:mvaudel:Ramzes2:vladaburian	0.591203020902257	6
AliGebily:gardn999:mkagenius:mvaudel:Ramzes2:vladaburian	0.59125398711156	6
AliGebily:LastEmperor:mkagenius:mvaudel:Ramzes2:vladaburian	0.585277337995333	6
Ardavel:balajipro:benchmark:gardn999:LastEmperor:mkagenius	0.583968104667655	6
Ardavel:balajipro:benchmark:gardn999:LastEmperor:mvaudel	0.582851526997379	6
Ardavel:balajipro:benchmark:gardn999:LastEmperor:Ramzes2	0.586884392933664	6
Ardavel:balajipro:benchmark:gardn999:LastEmperor:vladaburian	0.58461529050585	6
Ardavel:balajipro:benchmark:gardn999:mkagenius:mvaudel	0.582840048978114	6
Ardavel:balajipro:benchmark:gardn999:mkagenius:Ramzes2	0.591700316746478	6
Ardavel:balajipro:benchmark:gardn999:mkagenius:vladaburian	0.583485092415344	6
Ardavel:balajipro:benchmark:gardn999:mvaudel:Ramzes2	0.584801908111763	6
Ardavel:balajipro:benchmark:gardn999:mvaudel:vladaburian	0.584250809938274	6
Ardavel:balajipro:benchmark:gardn999:Ramzes2:vladaburian	0.586780903635153	6
Ardavel:balajipro:benchmark:LastEmperor:mkagenius:mvaudel	0.580908506439027	6
Ardavel:balajipro:benchmark:LastEmperor:mkagenius:Ramzes2	0.583237999469211	6
Ardavel:balajipro:benchmark:LastEmperor:mkagenius:vladaburian	0.582063109207487	6
Ardavel:balajipro:benchmark:LastEmperor:mvaudel:Ramzes2	0.582798763034128	6
Ardavel:balajipro:benchmark:LastEmperor:mvaudel:vladaburian	0.583505664823346	6
Ardavel:balajipro:benchmark:LastEmperor:Ramzes2:vladaburian	0.586307082039778	6
Ardavel:balajipro:benchmark:mkagenius:mvaudel:Ramzes2	0.580879152803364	6
Ardavel:balajipro:benchmark:mkagenius:mvaudel:vladaburian	0.581878670491779	6
Ardavel:balajipro:benchmark:mkagenius:Ramzes2:vladaburian	0.58366922203242	6
