algos	auc	nalgo	pr
benchmark:mkagenius:mvaudel:Ramzes2	0.937936525072307	4	0.807147171541625
benchmark:mkagenius:mvaudel:vladaburian	0.935904841784701	4	0.81169513809078
benchmark:mkagenius:Ramzes2:vladaburian	0.937614420403954	4	0.806310553422529
benchmark:mvaudel:Ramzes2:vladaburian	0.937124930202561	4	0.812955414757807
gardn999:LastEmperor:mkagenius:mvaudel	0.938520029103837	4	0.837035585818248
gardn999:LastEmperor:mkagenius:Ramzes2	0.940238524149305	4	0.830943637012023
gardn999:LastEmperor:mkagenius:vladaburian	0.939616459476801	4	0.839873433881297
gardn999:LastEmperor:mvaudel:Ramzes2	0.940974936595299	4	0.841493231110461
gardn999:LastEmperor:mvaudel:vladaburian	0.939552182942387	4	0.841364983306703
gardn999:LastEmperor:Ramzes2:vladaburian	0.941747260479504	4	0.844566862581815
gardn999:mkagenius:mvaudel:Ramzes2	0.940933251823838	4	0.827174827914222
gardn999:mkagenius:mvaudel:vladaburian	0.939572735295097	4	0.834136071274186
gardn999:mkagenius:Ramzes2:vladaburian	0.941136122452408	4	0.827731838362504
gardn999:mvaudel:Ramzes2:vladaburian	0.941650505534545	4	0.838715155939719
LastEmperor:mkagenius:mvaudel:Ramzes2	0.939509806651569	4	0.822713660300985
LastEmperor:mkagenius:mvaudel:vladaburian	0.938140178645296	4	0.830496504112283
LastEmperor:mkagenius:Ramzes2:vladaburian	0.940574268623876	4	0.82568034287737
LastEmperor:mvaudel:Ramzes2:vladaburian	0.940829219663029	4	0.835943009641514
mkagenius:mvaudel:Ramzes2:vladaburian	0.939367228493397	4	0.817377086810751
AliGebily:Ardavel:balajipro:benchmark:gardn999	0.941063977303323	5	0.844347832256415
AliGebily:Ardavel:balajipro:benchmark:LastEmperor	0.93991881262322	5	0.841898347996344
AliGebily:Ardavel:balajipro:benchmark:mkagenius	0.939978723988343	5	0.826338175151946
AliGebily:Ardavel:balajipro:benchmark:mvaudel	0.938666501583335	5	0.836245392722362
AliGebily:Ardavel:balajipro:benchmark:Ramzes2	0.941164964919725	5	0.826455225674676
AliGebily:Ardavel:balajipro:benchmark:vladaburian	0.940081991597688	5	0.840093762474245
AliGebily:Ardavel:balajipro:gardn999:LastEmperor	0.940194550871793	5	0.845168388949586
AliGebily:Ardavel:balajipro:gardn999:mkagenius	0.941856997228728	5	0.84656515805322
AliGebily:Ardavel:balajipro:gardn999:mvaudel	0.940961802000386	5	0.845914761939473
AliGebily:Ardavel:balajipro:gardn999:Ramzes2	0.943393308288094	5	0.847926127878212
AliGebily:Ardavel:balajipro:gardn999:vladaburian	0.942675764850095	5	0.850666660859578
AliGebily:Ardavel:balajipro:LastEmperor:mkagenius	0.940346660091868	5	0.843694852853513
AliGebily:Ardavel:balajipro:LastEmperor:mvaudel	0.938947334348576	5	0.841637114619669
AliGebily:Ardavel:balajipro:LastEmperor:Ramzes2	0.942462548799901	5	0.846097466360604
AliGebily:Ardavel:balajipro:LastEmperor:vladaburian	0.941492692652546	5	0.847102069212552
AliGebily:Ardavel:balajipro:mkagenius:mvaudel	0.939363400488931	5	0.838414164236358
AliGebily:Ardavel:balajipro:mkagenius:Ramzes2	0.942078608843076	5	0.830596177677244
AliGebily:Ardavel:balajipro:mkagenius:vladaburian	0.94139564877269	5	0.843358007997811
AliGebily:Ardavel:balajipro:mvaudel:Ramzes2	0.941121914183789	5	0.840127668657733
AliGebily:Ardavel:balajipro:mvaudel:vladaburian	0.939906055512509	5	0.840973592507788
AliGebily:Ardavel:balajipro:Ramzes2:vladaburian	0.94289932762805	5	0.845227109140777
AliGebily:Ardavel:benchmark:gardn999:LastEmperor	0.941267339948824	5	0.844083767484324
AliGebily:Ardavel:benchmark:gardn999:mkagenius	0.940786208666902	5	0.828733699295454
AliGebily:Ardavel:benchmark:gardn999:mvaudel	0.94065648001466	5	0.839870348253118
AliGebily:Ardavel:benchmark:gardn999:Ramzes2	0.941469976437628	5	0.827136111505755
AliGebily:Ardavel:benchmark:gardn999:vladaburian	0.94043749531961	5	0.839820545574515
AliGebily:Ardavel:benchmark:LastEmperor:mkagenius	0.940282747757815	5	0.826161578854359
AliGebily:Ardavel:benchmark:LastEmperor:mvaudel	0.939888778393263	5	0.837768995585496
AliGebily:Ardavel:benchmark:LastEmperor:Ramzes2	0.941217005623227	5	0.825934304415305
AliGebily:Ardavel:benchmark:LastEmperor:vladaburian	0.940405613087516	5	0.839619253743322
AliGebily:Ardavel:benchmark:mkagenius:mvaudel	0.939068294496843	5	0.820462067629901
AliGebily:Ardavel:benchmark:mkagenius:Ramzes2	0.940699307448107	5	0.818952910899435
AliGebily:Ardavel:benchmark:mkagenius:vladaburian	0.939601271510438	5	0.821007156693558
AliGebily:Ardavel:benchmark:mvaudel:Ramzes2	0.940288566417855	5	0.821914552033002
AliGebily:Ardavel:benchmark:mvaudel:vladaburian	0.939252633964105	5	0.83277306343228
AliGebily:Ardavel:benchmark:Ramzes2:vladaburian	0.940340141654657	5	0.821308839827299
AliGebily:Ardavel:gardn999:LastEmperor:mkagenius	0.942003592703694	5	0.845740318769115
AliGebily:Ardavel:gardn999:LastEmperor:mvaudel	0.942175199068868	5	0.847063617652499
AliGebily:Ardavel:gardn999:LastEmperor:Ramzes2	0.943269485609805	5	0.847091523173521
AliGebily:Ardavel:gardn999:LastEmperor:vladaburian	0.942897435711001	5	0.850205478631716
AliGebily:Ardavel:gardn999:mkagenius:mvaudel	0.941850282584259	5	0.842317154912426
AliGebily:Ardavel:gardn999:mkagenius:Ramzes2	0.942608389880616	5	0.831785410735473
AliGebily:Ardavel:gardn999:mkagenius:vladaburian	0.942457128672937	5	0.844214235970442
AliGebily:Ardavel:gardn999:mvaudel:Ramzes2	0.943065104274059	5	0.84313683286
AliGebily:Ardavel:gardn999:mvaudel:vladaburian	0.942153257752028	5	0.845235735577506
AliGebily:Ardavel:gardn999:Ramzes2:vladaburian	0.943069839940922	5	0.844086631552811
AliGebily:Ardavel:LastEmperor:mkagenius:mvaudel	0.940615194775064	5	0.839525547767259
AliGebily:Ardavel:LastEmperor:mkagenius:Ramzes2	0.942198285528942	5	0.829975720107019
AliGebily:Ardavel:LastEmperor:mkagenius:vladaburian	0.941765039132751	5	0.842812789863704
AliGebily:Ardavel:LastEmperor:mvaudel:Ramzes2	0.94240286111534	5	0.841299988615988
AliGebily:Ardavel:LastEmperor:mvaudel:vladaburian	0.941259095311213	5	0.842395854808895
AliGebily:Ardavel:LastEmperor:Ramzes2:vladaburian	0.943169678947589	5	0.844717774209859
AliGebily:Ardavel:mkagenius:mvaudel:Ramzes2	0.941338644113444	5	0.825420771247954
AliGebily:Ardavel:mkagenius:mvaudel:vladaburian	0.940405140616658	5	0.835637288597443
AliGebily:Ardavel:mkagenius:Ramzes2:vladaburian	0.941978311381316	5	0.827165966092268
AliGebily:Ardavel:mvaudel:Ramzes2:vladaburian	0.941858801516594	5	0.838026999711131
AliGebily:balajipro:benchmark:gardn999:LastEmperor	0.938821473892957	5	0.840793496602134
AliGebily:balajipro:benchmark:gardn999:mkagenius	0.939462619831161	5	0.826837044371682
AliGebily:balajipro:benchmark:gardn999:mvaudel	0.939447052964798	5	0.839292233355239
AliGebily:balajipro:benchmark:gardn999:Ramzes2	0.940499327275056	5	0.825860700752641
AliGebily:balajipro:benchmark:gardn999:vladaburian	0.939515068381809	5	0.83985465573848
AliGebily:balajipro:benchmark:LastEmperor:mkagenius	0.938462273922515	5	0.823175116715795
AliGebily:balajipro:benchmark:LastEmperor:mvaudel	0.938299157528665	5	0.836108713289728
AliGebily:balajipro:benchmark:LastEmperor:Ramzes2	0.939931545517485	5	0.823719827928465
AliGebily:balajipro:benchmark:LastEmperor:vladaburian	0.93921959010165	5	0.838857445063871
AliGebily:balajipro:benchmark:mkagenius:mvaudel	0.937880691979137	5	0.819568857531035
AliGebily:balajipro:benchmark:mkagenius:Ramzes2	0.93999326831796	5	0.818385062982052
AliGebily:balajipro:benchmark:mkagenius:vladaburian	0.938792743991846	5	0.820910445643635
AliGebily:balajipro:benchmark:mvaudel:Ramzes2	0.939403721063604	5	0.821208317689758
AliGebily:balajipro:benchmark:mvaudel:vladaburian	0.938236123984789	5	0.833644786415922
AliGebily:balajipro:benchmark:Ramzes2:vladaburian	0.939984865687017	5	0.821753427735963
AliGebily:balajipro:gardn999:LastEmperor:mkagenius	0.939151201755192	5	0.841487038275007
AliGebily:balajipro:gardn999:LastEmperor:mvaudel	0.938737692372109	5	0.841667694441653
AliGebily:balajipro:gardn999:LastEmperor:Ramzes2	0.94062876408565	5	0.844281787441315
AliGebily:balajipro:gardn999:LastEmperor:vladaburian	0.940549700714667	5	0.845929816842514
AliGebily:balajipro:gardn999:mkagenius:mvaudel	0.94044785188975	5	0.8417859581606
AliGebily:balajipro:gardn999:mkagenius:Ramzes2	0.941707995098557	5	0.831338873997249
AliGebily:balajipro:gardn999:mkagenius:vladaburian	0.941368466608067	5	0.84456408665926
AliGebily:balajipro:gardn999:mvaudel:Ramzes2	0.942335560386168	5	0.844142140016475
AliGebily:balajipro:gardn999:mvaudel:vladaburian	0.94148773593813	5	0.84613266207453
AliGebily:balajipro:gardn999:Ramzes2:vladaburian	0.942553977464627	5	0.845262296884747
AliGebily:balajipro:LastEmperor:mkagenius:mvaudel	0.939302163501525	5	0.838808712165042
AliGebily:balajipro:LastEmperor:mkagenius:Ramzes2	0.940804043487135	5	0.82824157598676
AliGebily:balajipro:LastEmperor:mkagenius:vladaburian	0.94036817126588	5	0.842498861902537
AliGebily:balajipro:LastEmperor:mvaudel:Ramzes2	0.94085028184069	5	0.840536976928572
AliGebily:balajipro:LastEmperor:mvaudel:vladaburian	0.939746200027919	5	0.84146904020838
AliGebily:balajipro:LastEmperor:Ramzes2:vladaburian	0.942474829675159	5	0.845563138608737
AliGebily:balajipro:mkagenius:mvaudel:Ramzes2	0.940214739639587	5	0.824568856111071
AliGebily:balajipro:mkagenius:mvaudel:vladaburian	0.939610884779049	5	0.83592628057299
AliGebily:balajipro:mkagenius:Ramzes2:vladaburian	0.94153434156792	5	0.827141753457904
AliGebily:balajipro:mvaudel:Ramzes2:vladaburian	0.941529720256382	5	0.839821670795439
AliGebily:benchmark:gardn999:LastEmperor:mkagenius	0.939461165032309	5	0.826017838125913
AliGebily:benchmark:gardn999:LastEmperor:mvaudel	0.939922809938888	5	0.839229567368846
AliGebily:benchmark:gardn999:LastEmperor:Ramzes2	0.940368107870389	5	0.825075666418336
AliGebily:benchmark:gardn999:LastEmperor:vladaburian	0.939639169254156	5	0.838935162525989
AliGebily:benchmark:gardn999:mkagenius:mvaudel	0.939254542309061	5	0.822686670708329
AliGebily:benchmark:gardn999:mkagenius:Ramzes2	0.940186923817618	5	0.819054140135492
AliGebily:benchmark:gardn999:mkagenius:vladaburian	0.939081201620681	5	0.821847547518079
AliGebily:benchmark:gardn999:mvaudel:Ramzes2	0.940444705640737	5	0.823289289985123
AliGebily:benchmark:gardn999:mvaudel:vladaburian	0.93905577922838	5	0.834581565984135
AliGebily:benchmark:gardn999:Ramzes2:vladaburian	0.939820073914306	5	0.821766224677331
AliGebily:benchmark:LastEmperor:mkagenius:mvaudel	0.938517401729294	5	0.819477352500504
AliGebily:benchmark:LastEmperor:mkagenius:Ramzes2	0.939943633482435	5	0.817587766533563
AliGebily:benchmark:LastEmperor:mkagenius:vladaburian	0.93882744360813	5	0.820005181315533
AliGebily:benchmark:LastEmperor:mvaudel:Ramzes2	0.939939509917939	5	0.821366708251356
AliGebily:benchmark:LastEmperor:mvaudel:vladaburian	0.93871299307661	5	0.833158145536293
AliGebily:benchmark:LastEmperor:Ramzes2:vladaburian	0.939831732075311	5	0.820980825888286
AliGebily:benchmark:mkagenius:mvaudel:Ramzes2	0.939033367585489	5	0.812682140295231
AliGebily:benchmark:mkagenius:mvaudel:vladaburian	0.938034379160618	5	0.815394139751811
AliGebily:benchmark:mkagenius:Ramzes2:vladaburian	0.939101033277947	5	0.812486043206446
AliGebily:benchmark:mvaudel:Ramzes2:vladaburian	0.938934796803652	5	0.816060487748664
AliGebily:gardn999:LastEmperor:mkagenius:mvaudel	0.940584573980819	5	0.841094067303238
AliGebily:gardn999:LastEmperor:mkagenius:Ramzes2	0.941474927567358	5	0.830537384663305
AliGebily:gardn999:LastEmperor:mkagenius:vladaburian	0.94117042819762	5	0.843095849042095
AliGebily:gardn999:LastEmperor:mvaudel:Ramzes2	0.942356530102531	5	0.843504799598563
AliGebily:gardn999:LastEmperor:mvaudel:vladaburian	0.94183146903954	5	0.845594861881914
AliGebily:gardn999:LastEmperor:Ramzes2:vladaburian	0.942314087733468	5	0.844195354802916
AliGebily:gardn999:mkagenius:mvaudel:Ramzes2	0.941478794309008	5	0.827370922027939
AliGebily:gardn999:mkagenius:mvaudel:vladaburian	0.941169695468245	5	0.838099927776075
AliGebily:gardn999:mkagenius:Ramzes2:vladaburian	0.941592912701761	5	0.827552221848248
AliGebily:gardn999:mvaudel:Ramzes2:vladaburian	0.942191800252256	5	0.839928108981989
AliGebily:LastEmperor:mkagenius:mvaudel:Ramzes2	0.940628386911255	5	0.824322965773985
AliGebily:LastEmperor:mkagenius:mvaudel:vladaburian	0.94013535770485	5	0.835572690263617
AliGebily:LastEmperor:mkagenius:Ramzes2:vladaburian	0.941571587752894	5	0.826126066644752
AliGebily:LastEmperor:mvaudel:Ramzes2:vladaburian	0.942114707120249	5	0.839661231889162
AliGebily:mkagenius:mvaudel:Ramzes2:vladaburian	0.940600415200012	5	0.821185101341892
Ardavel:balajipro:benchmark:gardn999:LastEmperor	0.938325064658826	5	0.841607850403855
Ardavel:balajipro:benchmark:gardn999:mkagenius	0.939883824072158	5	0.842328310173998
Ardavel:balajipro:benchmark:gardn999:mvaudel	0.938449074941859	5	0.841268768458267
Ardavel:balajipro:benchmark:gardn999:Ramzes2	0.941741757617919	5	0.844648421068324
Ardavel:balajipro:benchmark:gardn999:vladaburian	0.940265177031565	5	0.845524591700545
Ardavel:balajipro:benchmark:LastEmperor:mkagenius	0.938299857401684	5	0.83920778339225
Ardavel:balajipro:benchmark:LastEmperor:mvaudel	0.936692274866255	5	0.837199128108978
Ardavel:balajipro:benchmark:LastEmperor:Ramzes2	0.940126744510338	5	0.841528191517694
Ardavel:balajipro:benchmark:LastEmperor:vladaburian	0.93878812792566	5	0.840941140825703
Ardavel:balajipro:benchmark:mkagenius:mvaudel	0.937566107452344	5	0.832546897131572
Ardavel:balajipro:benchmark:mkagenius:Ramzes2	0.940722985769926	5	0.827682579317569
Ardavel:balajipro:benchmark:mkagenius:vladaburian	0.939335272976035	5	0.836240773707033
Ardavel:balajipro:benchmark:mvaudel:Ramzes2	0.939270744011634	5	0.83590668991128
Ardavel:balajipro:benchmark:mvaudel:vladaburian	0.937530072347318	5	0.834627997726286
Ardavel:balajipro:benchmark:Ramzes2:vladaburian	0.940926348640802	5	0.840382138753395
Ardavel:balajipro:gardn999:LastEmperor:mkagenius	0.938804582161995	5	0.842615934131555
Ardavel:balajipro:gardn999:LastEmperor:mvaudel	0.937167354920899	5	0.83984162457062
Ardavel:balajipro:gardn999:LastEmperor:Ramzes2	0.940501090775678	5	0.845547262691237
Ardavel:balajipro:gardn999:LastEmperor:vladaburian	0.939742179378558	5	0.844813104384341
Ardavel:balajipro:gardn999:mkagenius:mvaudel	0.939239619998163	5	0.842843281890354
Ardavel:balajipro:gardn999:mkagenius:Ramzes2	0.942433226374249	5	0.846865354819387
Ardavel:balajipro:gardn999:mkagenius:vladaburian	0.941342394149338	5	0.848249138931829
Ardavel:balajipro:gardn999:mvaudel:Ramzes2	0.941386687454802	5	0.84521332008937
Ardavel:balajipro:gardn999:mvaudel:vladaburian	0.939875853794836	5	0.844862405462702
Ardavel:balajipro:gardn999:Ramzes2:vladaburian	0.943333098812245	5	0.850655313460046
Ardavel:balajipro:LastEmperor:mkagenius:mvaudel	0.937543001204491	5	0.839261474646502
Ardavel:balajipro:LastEmperor:mkagenius:Ramzes2	0.940595046554649	5	0.843719626371273
Ardavel:balajipro:LastEmperor:mkagenius:vladaburian	0.939632309313424	5	0.843473838405311
Ardavel:balajipro:LastEmperor:mvaudel:Ramzes2	0.939303705486602	5	0.840518579363122
Ardavel:balajipro:LastEmperor:mvaudel:vladaburian	0.937906834813704	5	0.840092211832162
Ardavel:balajipro:LastEmperor:Ramzes2:vladaburian	0.941905518229212	5	0.846713080165444
Ardavel:balajipro:mkagenius:mvaudel:Ramzes2	0.939868401449677	5	0.837141338721425
Ardavel:balajipro:mkagenius:mvaudel:vladaburian	0.938473364952308	5	0.836771385572586
Ardavel:balajipro:mkagenius:Ramzes2:vladaburian	0.942133161702762	5	0.843528786353016
Ardavel:balajipro:mvaudel:Ramzes2:vladaburian	0.940259938681392	5	0.839916636354413
Ardavel:benchmark:gardn999:LastEmperor:mkagenius	0.940246465729422	5	0.842032693820796
Ardavel:benchmark:gardn999:LastEmperor:mvaudel	0.939475340481356	5	0.842347420240377
Ardavel:benchmark:gardn999:LastEmperor:Ramzes2	0.941913847539294	5	0.844476760073936
Ardavel:benchmark:gardn999:LastEmperor:vladaburian	0.940462907572989	5	0.845192455262072
Ardavel:benchmark:gardn999:mkagenius:mvaudel	0.93979704249427	5	0.836288849163413
Ardavel:benchmark:gardn999:mkagenius:Ramzes2	0.941692642017087	5	0.830105123089028
Ardavel:benchmark:gardn999:mkagenius:vladaburian	0.940230519101934	5	0.837464902706899
Ardavel:benchmark:gardn999:mvaudel:Ramzes2	0.941592109089227	5	0.839699720829594
Ardavel:benchmark:gardn999:mvaudel:vladaburian	0.939752311798735	5	0.838788987404482
Ardavel:benchmark:gardn999:Ramzes2:vladaburian	0.94136623666494	5	0.840055903938617
Ardavel:benchmark:LastEmperor:mkagenius:mvaudel	0.938566851499619	5	0.833402181898422
Ardavel:benchmark:LastEmperor:mkagenius:Ramzes2	0.940785935749359	5	0.827331259027919
Ardavel:benchmark:LastEmperor:mkagenius:vladaburian	0.939368537082786	5	0.835803851367627
Ardavel:benchmark:LastEmperor:mvaudel:Ramzes2	0.940428647116829	5	0.837122565105384
Ardavel:benchmark:LastEmperor:mvaudel:vladaburian	0.93859981227018	5	0.835242342877314
Ardavel:benchmark:LastEmperor:Ramzes2:vladaburian	0.940962272359135	5	0.839708231891596
Ardavel:benchmark:mkagenius:mvaudel:Ramzes2	0.939832651596925	5	0.821005556114148
Ardavel:benchmark:mkagenius:mvaudel:vladaburian	0.938511845413857	5	0.828408285724406
Ardavel:benchmark:mkagenius:Ramzes2:vladaburian	0.940383570115702	5	0.821965385682436
Ardavel:benchmark:mvaudel:Ramzes2:vladaburian	0.939634208899873	5	0.831531995128821
Ardavel:gardn999:LastEmperor:mkagenius:mvaudel	0.940245827138892	5	0.843971941680792
Ardavel:gardn999:LastEmperor:mkagenius:Ramzes2	0.942393244058432	5	0.846111847245179
Ardavel:gardn999:LastEmperor:mkagenius:vladaburian	0.941476522215395	5	0.847339984430881
Ardavel:gardn999:LastEmperor:mvaudel:Ramzes2	0.942390746110641	5	0.846249718244661
Ardavel:gardn999:LastEmperor:mvaudel:vladaburian	0.941067143244873	5	0.846230587552302
Ardavel:gardn999:LastEmperor:Ramzes2:vladaburian	0.943320823832706	5	0.84983882768482
Ardavel:gardn999:mkagenius:mvaudel:Ramzes2	0.942506189494051	5	0.841660503288782
Ardavel:gardn999:mkagenius:mvaudel:vladaburian	0.941009946016183	5	0.841614793466766
Ardavel:gardn999:mkagenius:Ramzes2:vladaburian	0.942927873801977	5	0.844021672738523
Ardavel:gardn999:mvaudel:Ramzes2:vladaburian	0.942571297007991	5	0.844073866927875
Ardavel:LastEmperor:mkagenius:mvaudel:Ramzes2	0.941025498570068	5	0.838303742462882
Ardavel:LastEmperor:mkagenius:mvaudel:vladaburian	0.939712532909453	5	0.837943691286111
Ardavel:LastEmperor:mkagenius:Ramzes2:vladaburian	0.942191166088124	5	0.842566282270858
Ardavel:LastEmperor:mvaudel:Ramzes2:vladaburian	0.941630901632191	5	0.841143911974077
Ardavel:mkagenius:mvaudel:Ramzes2:vladaburian	0.941050050164627	5	0.834553124582577
balajipro:benchmark:gardn999:LastEmperor:mkagenius	0.937668782914998	5	0.838081567014863
balajipro:benchmark:gardn999:LastEmperor:mvaudel	0.936785978159346	5	0.837727827889681
balajipro:benchmark:gardn999:LastEmperor:Ramzes2	0.939292325783016	5	0.841278599035067
balajipro:benchmark:gardn999:LastEmperor:vladaburian	0.938543051703208	5	0.841784005173694
balajipro:benchmark:gardn999:mkagenius:mvaudel	0.937990202954635	5	0.83461090797602
balajipro:benchmark:gardn999:mkagenius:Ramzes2	0.940130350330694	5	0.827909663582389
balajipro:benchmark:gardn999:mkagenius:vladaburian	0.938815585852373	5	0.836401843985376
balajipro:benchmark:gardn999:mvaudel:Ramzes2	0.939988844032576	5	0.839241213524894
balajipro:benchmark:gardn999:mvaudel:vladaburian	0.938230529088638	5	0.83771909591569
balajipro:benchmark:gardn999:Ramzes2:vladaburian	0.940236392499359	5	0.839681790221374
balajipro:benchmark:LastEmperor:mkagenius:mvaudel	0.936939351576345	5	0.831585665513192
balajipro:benchmark:LastEmperor:mkagenius:Ramzes2	0.938926732937731	5	0.824035862343088
balajipro:benchmark:LastEmperor:mkagenius:vladaburian	0.937863761382722	5	0.833944978644873
balajipro:benchmark:LastEmperor:mvaudel:Ramzes2	0.938565963785439	5	0.835603360989332
balajipro:benchmark:LastEmperor:mvaudel:vladaburian	0.936863848037424	5	0.833438092654583
balajipro:benchmark:LastEmperor:Ramzes2:vladaburian	0.939607957707753	5	0.838614075234448
balajipro:benchmark:mkagenius:mvaudel:Ramzes2	0.938635555203457	5	0.820058649073475
balajipro:benchmark:mkagenius:mvaudel:vladaburian	0.937360755406153	5	0.828824374628803
balajipro:benchmark:mkagenius:Ramzes2:vladaburian	0.939497734861194	5	0.821317330734317
balajipro:benchmark:mvaudel:Ramzes2:vladaburian	0.938895125348876	5	0.832902058302754
balajipro:gardn999:LastEmperor:mkagenius:mvaudel	0.937772730714141	5	0.839187837283598
balajipro:gardn999:LastEmperor:mkagenius:Ramzes2	0.939562613262749	5	0.841992377623262
balajipro:gardn999:LastEmperor:mkagenius:vladaburian	0.939123654275933	5	0.84277114443061
balajipro:gardn999:LastEmperor:mvaudel:Ramzes2	0.939063992279154	5	0.841774126402624
balajipro:gardn999:LastEmperor:mvaudel:vladaburian	0.938192980701027	5	0.840932434044636
balajipro:gardn999:LastEmperor:Ramzes2:vladaburian	0.940913712848934	5	0.846169397245424
balajipro:gardn999:mkagenius:mvaudel:Ramzes2	0.9407164951638	5	0.840808810662813
balajipro:gardn999:mkagenius:mvaudel:vladaburian	0.939444394475572	5	0.840115295423786
balajipro:gardn999:mkagenius:Ramzes2:vladaburian	0.941709862348979	5	0.844286941865467
balajipro:gardn999:mvaudel:Ramzes2:vladaburian	0.94208341745805	5	0.845433996683064
balajipro:LastEmperor:mkagenius:mvaudel:Ramzes2	0.939556244534798	5	0.83785363945688
balajipro:LastEmperor:mkagenius:mvaudel:vladaburian	0.938051518306027	5	0.836298630272465
balajipro:LastEmperor:mkagenius:Ramzes2:vladaburian	0.940603113238238	5	0.841753179419725
balajipro:LastEmperor:mvaudel:Ramzes2:vladaburian	0.940276576399245	5	0.840505444370452
balajipro:mkagenius:mvaudel:Ramzes2:vladaburian	0.940332573606524	5	0.83512205883935
benchmark:gardn999:LastEmperor:mkagenius:mvaudel	0.938390155602892	5	0.834161864050719
benchmark:gardn999:LastEmperor:mkagenius:Ramzes2	0.940045173422006	5	0.827172902356882
benchmark:gardn999:LastEmperor:mkagenius:vladaburian	0.938705604055261	5	0.835435721638366
benchmark:gardn999:LastEmperor:mvaudel:Ramzes2	0.940422714609024	5	0.839351616462621
benchmark:gardn999:LastEmperor:mvaudel:vladaburian	0.938450171931869	5	0.837184475923483
benchmark:gardn999:LastEmperor:Ramzes2:vladaburian	0.940183644877208	5	0.838943819005921
benchmark:gardn999:mkagenius:mvaudel:Ramzes2	0.940160227670239	5	0.823708170292887
benchmark:gardn999:mkagenius:mvaudel:vladaburian	0.938579736044125	5	0.830804958442607
benchmark:gardn999:mkagenius:Ramzes2:vladaburian	0.940040155379767	5	0.822799292405187
benchmark:gardn999:mvaudel:Ramzes2:vladaburian	0.939827119793558	5	0.834008094487457
benchmark:LastEmperor:mkagenius:mvaudel:Ramzes2	0.939147248124289	5	0.820154091520555
benchmark:LastEmperor:mkagenius:mvaudel:vladaburian	0.937748948051738	5	0.828715961464299
benchmark:LastEmperor:mkagenius:Ramzes2:vladaburian	0.939349246601554	5	0.820673154464201
benchmark:LastEmperor:mvaudel:Ramzes2:vladaburian	0.939063066089935	5	0.832323376595772
benchmark:mkagenius:mvaudel:Ramzes2:vladaburian	0.938588805723636	5	0.815188736047212
gardn999:LastEmperor:mkagenius:mvaudel:Ramzes2	0.940819146303207	5	0.840362638765966
gardn999:LastEmperor:mkagenius:mvaudel:vladaburian	0.939725402417592	5	0.839866748854546
gardn999:LastEmperor:mkagenius:Ramzes2:vladaburian	0.94161299264499	5	0.843004612310611
gardn999:LastEmperor:mvaudel:Ramzes2:vladaburian	0.942255765631186	5	0.844960361789307
gardn999:mkagenius:mvaudel:Ramzes2:vladaburian	0.941815978715342	5	0.837392535576577
LastEmperor:mkagenius:mvaudel:Ramzes2:vladaburian	0.940701178664589	5	0.834659929543385
AliGebily:Ardavel:balajipro:benchmark:gardn999:LastEmperor	0.941128238051637	6	0.846267279629941
AliGebily:Ardavel:balajipro:benchmark:gardn999:mkagenius	0.941436994068488	6	0.837794000072046
AliGebily:Ardavel:balajipro:benchmark:gardn999:mvaudel	0.941184705832494	6	0.844600447644147
AliGebily:Ardavel:balajipro:benchmark:gardn999:Ramzes2	0.942582480904195	6	0.837476565722717
AliGebily:Ardavel:balajipro:benchmark:gardn999:vladaburian	0.941754987213182	6	0.846714890806609
AliGebily:Ardavel:balajipro:benchmark:LastEmperor:mkagenius	0.94050247264747	6	0.835560593591787
AliGebily:Ardavel:balajipro:benchmark:LastEmperor:mvaudel	0.940089795260269	6	0.842286440106179
AliGebily:Ardavel:balajipro:benchmark:LastEmperor:Ramzes2	0.942064330926647	6	0.836256856257639
AliGebily:Ardavel:balajipro:benchmark:LastEmperor:vladaburian	0.941345356321975	6	0.845530656619183
AliGebily:Ardavel:balajipro:benchmark:mkagenius:mvaudel	0.939715275039156	6	0.830710468286125
AliGebily:Ardavel:balajipro:benchmark:mkagenius:Ramzes2	0.941675540374553	6	0.826993209983111
AliGebily:Ardavel:balajipro:benchmark:mkagenius:vladaburian	0.940652148445569	6	0.832716726085399
AliGebily:Ardavel:balajipro:benchmark:mvaudel:Ramzes2	0.94119164137439	6	0.831865491045255
AliGebily:Ardavel:balajipro:benchmark:mvaudel:vladaburian	0.940248464975197	6	0.839632472811081
AliGebily:Ardavel:balajipro:benchmark:Ramzes2:vladaburian	0.941774645075854	6	0.833477181390427
AliGebily:Ardavel:balajipro:gardn999:LastEmperor:mkagenius	0.941443140539696	6	0.847440306696623
AliGebily:Ardavel:balajipro:gardn999:LastEmperor:mvaudel	0.941218744708015	6	0.847194076788386
AliGebily:Ardavel:balajipro:gardn999:LastEmperor:Ramzes2	0.943024351072994	6	0.849722020876134
AliGebily:Ardavel:balajipro:gardn999:LastEmperor:vladaburian	0.94248135841511	6	0.850700016100223
AliGebily:Ardavel:balajipro:gardn999:mkagenius:mvaudel	0.94175490878589	6	0.845930704467325
AliGebily:Ardavel:balajipro:gardn999:mkagenius:Ramzes2	0.943186751332007	6	0.841422198253584
AliGebily:Ardavel:balajipro:gardn999:mkagenius:vladaburian	0.94270122395968	6	0.848991774556794
AliGebily:Ardavel:balajipro:gardn999:mvaudel:Ramzes2	0.943366902379108	6	0.84758888915165
